KIERUNEK;OBSZAR_KOD;OBSZAR;DZIEDZINA_KOD;DZIEDZINA;DYSCYPLINA_KOD;DYSCYPLINA
6365;6;obszar nauk ścisłych;16;dziedzina nauk fizycznych;75;fizyka
6366;6;obszar nauk ścisłych;16;dziedzina nauk fizycznych;75;fizyka
6367;6;obszar nauk ścisłych;16;dziedzina nauk fizycznych;74;biofizyka
6368;6;obszar nauk ścisłych;16;dziedzina nauk fizycznych;74;biofizyka
6369;3;obszar nauk przyrodniczych;7;dziedzina nauk biologicznych;30;biofizyka
6370;3;obszar nauk przyrodniczych;7;dziedzina nauk biologicznych;33;biotechnologia
6371;3;obszar nauk przyrodniczych;7;dziedzina nauk biologicznych;33;biotechnologia
6373;3;obszar nauk przyrodniczych;7;dziedzina nauk biologicznych;29;biochemia
6374;3;obszar nauk przyrodniczych;7;dziedzina nauk biologicznych;29;biochemia
6375;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
6376;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
6377;0;NA;0;NA;0;NA
6378;3;obszar nauk przyrodniczych;8;dziedzina nauk o Ziemi;39;geologia
6379;3;obszar nauk przyrodniczych;8;dziedzina nauk o Ziemi;39;geologia
6380;0;NA;0;NA;0;NA
6381;3;obszar nauk przyrodniczych;7;dziedzina nauk biologicznych;31;biologia
6382;3;obszar nauk przyrodniczych;7;dziedzina nauk biologicznych;31;biologia
6383;0;NA;0;NA;0;NA
6384;3;obszar nauk przyrodniczych;99;studia międzydziedzinowe;999;studia interdyscyplinarne
6385;3;obszar nauk przyrodniczych;99;studia międzydziedzinowe;999;studia interdyscyplinarne
6386;3;obszar nauk przyrodniczych;99;studia międzydziedzinowe;999;studia interdyscyplinarne
6387;3;obszar nauk przyrodniczych;99;studia międzydziedzinowe;999;studia interdyscyplinarne
6388;3;obszar nauk przyrodniczych;7;dziedzina nauk biologicznych;31;biologia
6389;5;obszar nauk społecznych;14;dziedzina nauk społecznych;66;psychologia
6390;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;5;filozofia
6391;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;5;filozofia
6392;0;NA;0;NA;0;NA
6393;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
6394;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
6395;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
6396;5;obszar nauk społecznych;14;dziedzina nauk społecznych;67;socjologia
6397;5;obszar nauk społecznych;14;dziedzina nauk społecznych;67;socjologia
6398;0;NA;0;NA;0;NA
6399;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
6400;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
6401;0;NA;0;NA;0;NA
6402;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;9;kulturoznawstwo
6403;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;9;kulturoznawstwo
6404;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
6411;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;9;kulturoznawstwo
6412;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;9;kulturoznawstwo
6413;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
6414;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
6415;0;NA;0;NA;0;NA
6416;5;obszar nauk społecznych;14;dziedzina nauk społecznych;62;nauki o polityce
6417;5;obszar nauk społecznych;14;dziedzina nauk społecznych;62;nauki o polityce
6418;0;NA;0;NA;0;NA
6419;5;obszar nauk społecznych;14;dziedzina nauk społecznych;62;nauki o polityce
6420;5;obszar nauk społecznych;14;dziedzina nauk społecznych;62;nauki o polityce
6421;0;NA;0;NA;0;NA
6422;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
6423;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
6425;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
6426;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
6427;5;obszar nauk społecznych;14;dziedzina nauk społecznych;59;nauki o bezpieczeństwie
6428;5;obszar nauk społecznych;14;dziedzina nauk społecznych;66;psychologia
6429;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
6430;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
6431;0;NA;0;NA;0;NA
6432;5;obszar nauk społecznych;14;dziedzina nauk społecznych;63;nauki o polityce publicznej
6433;0;NA;0;NA;0;NA
6434;0;NA;0;NA;0;NA
6435;0;NA;0;NA;0;NA
6436;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;3;bibliologia i informatologia
6437;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;3;bibliologia i informatologia
6439;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;52;ekonomia
6440;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;52;ekonomia
6442;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
6443;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
6444;0;NA;0;NA;0;NA
6445;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;3;dziedzina nauk farmaceutycznych;23;dziedzina nauk farmaceutycznych
6446;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;3;dziedzina nauk farmaceutycznych;23;dziedzina nauk farmaceutycznych
6447;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;4;dziedzina nauk medycznych;24;biologia medyczna
6448;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;10;literaturoznawstwo
6449;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;10;literaturoznawstwo
6450;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
6451;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
6452;0;NA;0;NA;0;NA
6453;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
6454;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
6456;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;4;dziedzina nauk medycznych;25;medycyna
6457;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;4;dziedzina nauk medycznych;25;medycyna
6458;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;4;dziedzina nauk medycznych;25;medycyna
6459;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;4;dziedzina nauk medycznych;25;medycyna
6460;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;4;dziedzina nauk medycznych;25;medycyna
6461;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;4;dziedzina nauk medycznych;25;medycyna
6462;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;4;dziedzina nauk medycznych;25;medycyna
6464;6;obszar nauk ścisłych;17;dziedzina nauk matematycznych;77;informatyka
6465;6;obszar nauk ścisłych;17;dziedzina nauk matematycznych;77;informatyka
6466;0;NA;0;NA;0;NA
6467;6;obszar nauk ścisłych;17;dziedzina nauk matematycznych;78;matematyka
6468;6;obszar nauk ścisłych;17;dziedzina nauk matematycznych;78;matematyka
6469;0;NA;0;NA;0;NA
6470;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;6;historia
6471;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;6;historia
6472;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;6;historia
6474;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;6;historia
6475;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;6;historia
6476;0;NA;0;NA;0;NA
6477;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;1;archeologia
6478;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;1;archeologia
6480;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;4;etnologia
6481;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;4;etnologia
6482;0;NA;0;NA;0;NA
6483;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;7;historia sztuki
6484;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;7;historia sztuki
6485;0;NA;0;NA;0;NA
6486;0;NA;0;NA;0;NA
6487;0;NA;0;NA;0;NA
6489;6;obszar nauk ścisłych;15;dziedzina nauk chemicznych;70;chemia
6490;6;obszar nauk ścisłych;15;dziedzina nauk chemicznych;70;chemia
6491;0;NA;0;NA;0;NA
6492;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
6493;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
6494;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
6495;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
6497;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
6499;0;NA;0;NA;0;NA
6500;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;53;finanse
6502;5;obszar nauk społecznych;14;dziedzina nauk społecznych;62;nauki o polityce
6503;5;obszar nauk społecznych;14;dziedzina nauk społecznych;62;nauki o polityce
6505;5;obszar nauk społecznych;14;dziedzina nauk społecznych;62;nauki o polityce
6507;5;obszar nauk społecznych;13;dziedzina nauk prawnych;57;prawo
6508;5;obszar nauk społecznych;13;dziedzina nauk prawnych;57;prawo
6509;5;obszar nauk społecznych;13;dziedzina nauk prawnych;57;prawo
6510;5;obszar nauk społecznych;99;studia międzydziedzinowe;999;studia interdyscyplinarne
6512;5;obszar nauk społecznych;14;dziedzina nauk społecznych;65;pedagogika
6513;5;obszar nauk społecznych;14;dziedzina nauk społecznych;65;pedagogika
6515;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
6516;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
6518;3;obszar nauk przyrodniczych;8;dziedzina nauk o Ziemi;38;geografia
6520;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
6522;6;obszar nauk ścisłych;17;dziedzina nauk matematycznych;78;matematyka
6525;6;obszar nauk ścisłych;17;dziedzina nauk matematycznych;77;informatyka
6526;6;obszar nauk ścisłych;17;dziedzina nauk matematycznych;77;informatyka
6529;0;NA;0;NA;0;NA
6530;6;obszar nauk ścisłych;17;dziedzina nauk matematycznych;77;informatyka
6531;6;obszar nauk ścisłych;17;dziedzina nauk matematycznych;77;informatyka
6534;6;obszar nauk ścisłych;16;dziedzina nauk fizycznych;75;fizyka
6537;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;7;historia sztuki
6538;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;7;historia sztuki
6540;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;5;filozofia
6541;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;5;filozofia
6543;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;4;etnologia
6546;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;1;archeologia
6547;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;1;archeologia
6549;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;6;historia
6555;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
6556;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
6558;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
6559;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
6561;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
6563;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
6564;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
6565;6;obszar nauk ścisłych;17;dziedzina nauk matematycznych;77;informatyka
6568;5;obszar nauk społecznych;14;dziedzina nauk społecznych;67;socjologia
6571;5;obszar nauk społecznych;14;dziedzina nauk społecznych;67;socjologia
6574;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;52;ekonomia
6575;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
6576;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
6578;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
6581;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;53;finanse
6582;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;53;finanse
6584;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;52;ekonomia
6585;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;52;ekonomia
6589;6;obszar nauk ścisłych;15;dziedzina nauk chemicznych;70;chemia
6590;6;obszar nauk ścisłych;15;dziedzina nauk chemicznych;70;chemia
6592;3;obszar nauk przyrodniczych;7;dziedzina nauk biologicznych;35;mikrobiologia
6593;3;obszar nauk przyrodniczych;7;dziedzina nauk biologicznych;33;biotechnologia
6594;3;obszar nauk przyrodniczych;7;dziedzina nauk biologicznych;33;biotechnologia
6595;3;obszar nauk przyrodniczych;7;dziedzina nauk biologicznych;31;biologia
6596;3;obszar nauk przyrodniczych;7;dziedzina nauk biologicznych;31;biologia
6598;3;obszar nauk przyrodniczych;7;dziedzina nauk biologicznych;36;ochrona środowiska
6602;4;obszar nauk rolniczych, leśnych i weterynaryjnych;9;dziedzina nauk leśnych;42;leśnictwo
6609;5;obszar nauk społecznych;14;dziedzina nauk społecznych;62;nauki o polityce
6610;5;obszar nauk społecznych;14;dziedzina nauk społecznych;62;nauki o polityce
6611;5;obszar nauk społecznych;14;dziedzina nauk społecznych;62;nauki o polityce
6612;5;obszar nauk społecznych;14;dziedzina nauk społecznych;62;nauki o polityce
6614;5;obszar nauk społecznych;14;dziedzina nauk społecznych;62;nauki o polityce
6615;5;obszar nauk społecznych;14;dziedzina nauk społecznych;62;nauki o polityce
6617;5;obszar nauk społecznych;13;dziedzina nauk prawnych;57;prawo
6618;5;obszar nauk społecznych;13;dziedzina nauk prawnych;57;prawo
6619;5;obszar nauk społecznych;13;dziedzina nauk prawnych;57;prawo
6620;5;obszar nauk społecznych;14;dziedzina nauk społecznych;65;pedagogika
6621;5;obszar nauk społecznych;14;dziedzina nauk społecznych;66;psychologia
6622;5;obszar nauk społecznych;14;dziedzina nauk społecznych;65;pedagogika
6623;5;obszar nauk społecznych;14;dziedzina nauk społecznych;65;pedagogika
6624;5;obszar nauk społecznych;14;dziedzina nauk społecznych;65;pedagogika
6625;5;obszar nauk społecznych;14;dziedzina nauk społecznych;65;pedagogika
6628;6;obszar nauk ścisłych;17;dziedzina nauk matematycznych;77;informatyka
6629;6;obszar nauk ścisłych;17;dziedzina nauk matematycznych;77;informatyka
6630;6;obszar nauk ścisłych;16;dziedzina nauk fizycznych;75;fizyka
6632;6;obszar nauk ścisłych;17;dziedzina nauk matematycznych;78;matematyka
6633;6;obszar nauk ścisłych;17;dziedzina nauk matematycznych;78;matematyka
6634;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;21;socjologia
6635;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;21;socjologia
6637;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;5;filozofia
6641;3;obszar nauk przyrodniczych;8;dziedzina nauk o Ziemi;38;geografia
6642;3;obszar nauk przyrodniczych;8;dziedzina nauk o Ziemi;38;geografia
6645;3;obszar nauk przyrodniczych;8;dziedzina nauk o Ziemi;38;geografia
6646;3;obszar nauk przyrodniczych;8;dziedzina nauk o Ziemi;38;geografia
6647;3;obszar nauk przyrodniczych;7;dziedzina nauk biologicznych;31;biologia
6650;3;obszar nauk przyrodniczych;7;dziedzina nauk biologicznych;33;biotechnologia
6653;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;52;ekonomia
6654;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;52;ekonomia
6655;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;53;finanse
6656;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;53;finanse
6657;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;52;ekonomia
6658;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;52;ekonomia
6661;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
6662;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
6663;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;4;etnologia
6664;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;8;językoznawstwo
6665;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;8;językoznawstwo
6666;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;9;kulturoznawstwo
6667;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;9;kulturoznawstwo
6668;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;6;historia
6669;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;6;historia
6670;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;6;historia
6671;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;6;historia
6672;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;6;historia
6673;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;6;historia
6674;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;8;językoznawstwo
6675;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;8;językoznawstwo
6676;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
6677;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
6679;8;obszar sztuki;21;dziedzina sztuk plastycznych;114;malarstwo
6680;8;obszar sztuki;21;dziedzina sztuk plastycznych;114;malarstwo
6682;8;obszar sztuki;20;dziedzina sztuk muzycznych;999;studia interdyscyplinarne
6683;8;obszar sztuki;21;dziedzina sztuk plastycznych;111;grafika
6684;8;obszar sztuki;21;dziedzina sztuk plastycznych;111;grafika
6686;8;obszar sztuki;21;dziedzina sztuk plastycznych;116;sztuki piękne
6687;8;obszar sztuki;21;dziedzina sztuk plastycznych;116;sztuki piękne
6689;8;obszar sztuki;20;dziedzina sztuk muzycznych;106;kompozycja i teoria muzyki
6690;8;obszar sztuki;20;dziedzina sztuk muzycznych;106;kompozycja i teoria muzyki
6692;5;obszar nauk społecznych;14;dziedzina nauk społecznych;62;nauki o polityce
6697;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
